Season,DayNum,team1_TeamID,team1_GameScore,team2_TeamID,team2_GameScore,WLoc,NumOT,team1_TeamName,team1_FirstD1Season,team1_LastD1Season,team1_Seed,team1_W,team1_L,team1_WP_5,team1_Score,team1_opponent_Score,team1_FGM,team1_FGA,team1_FGM3,team1_FGA3,team1_FTM,team1_FTA,team1_OR,team1_DR,team1_Ast,team1_TO,team1_Stl,team1_Blk,team1_PF,team1_opponent_FGM,team1_opponent_FGA,team1_opponent_FGM3,team1_opponent_FGA3,team1_opponent_FTM,team1_opponent_FTA,team1_opponent_OR,team1_opponent_DR,team1_opponent_Ast,team1_opponent_TO,team1_opponent_Stl,team1_opponent_Blk,team1_opponent_PF,team1_FGP,team1_FG3P,team1_FTP,team1_opponent_FGP,team1_opponent_FG3P,team1_opponent_FTP,team1_WP,team1_rank,team1_school,team1_name,team1_conference,team1_wins,team1_losses,team1_wpct,team1_seed,team1_w_l,team1_adjem,team1_adjo,team1_adjoR,team1_adjd,team1_adjdR,team1_adjt,team1_adjtR,team1_luck,team1_luckR,team1_adjems,team1_adjemsR,team1_oppos,team1_opposR,team1_oppds,team1_oppdsR,team1_adjemn,team1_adjemnR,team2_TeamName,team2_FirstD1Season,team2_LastD1Season,team2_Seed,team2_W,team2_L,team2_WP_5,team2_Score,team2_opponent_Score,team2_FGM,team2_FGA,team2_FGM3,team2_FGA3,team2_FTM,team2_FTA,team2_OR,team2_DR,team2_Ast,team2_TO,team2_Stl,team2_Blk,team2_PF,team2_opponent_FGM,team2_opponent_FGA,team2_opponent_FGM3,team2_opponent_FGA3,team2_opponent_FTM,team2_opponent_FTA,team2_opponent_OR,team2_opponent_DR,team2_opponent_Ast,team2_opponent_TO,team2_opponent_Stl,team2_opponent_Blk,team2_opponent_PF,team2_FGP,team2_FG3P,team2_FTP,team2_opponent_FGP,team2_opponent_FG3P,team2_opponent_FTP,team2_WP,team2_rank,team2_school,team2_name,team2_conference,team2_wins,team2_losses,team2_wpct,team2_seed,team2_w_l,team2_adjem,team2_adjo,team2_adjoR,team2_adjd,team2_adjdR,team2_adjt,team2_adjtR,team2_luck,team2_luckR,team2_adjems,team2_adjemsR,team2_oppos,team2_opposR,team2_oppds,team2_oppdsR,team2_adjemn,team2_adjemnR,outcome
2009,138,1211,83,1443,81,N,0,Gonzaga,1985,2020,4,25,5,1,78.8,61.56666666666667,28.533333333333335,58.5,7.4,18.566666666666666,14.333333333333334,20.233333333333334,10.366666666666667,27.5,15,11.433333333333334,7.5,5,16.133333333333333,21.366666666666667,57.96666666666667,6.933333333333334,20.566666666666666,11.9,17,12.066666666666666,22.6,10.9,15.266666666666667,5.5,2.8333333333333335,17.9,0.4877492877492878,0.39856373429084385,0.7084019769357496,0.36860264519838987,0.3371150729335495,0.7000000000000001,0.8333333333333334,8,Gonzaga 4,gonzaga,WCC,28,6,0.8235294117647058,4,28-6,24.51,117.5,8,93,24,67.1,97,0.003,156,4.63,78,105.1,89,100.5,74,10.61,13,WKU,1985,2020,12,23,8,1,72.09677419354838,66.93548387096774,25.387096774193548,56.38709677419355,7.806451612903226,21.096774193548388,13.516129032258064,19.193548387096776,12.741935483870968,24,13.483870967741936,13.387096774193548,5.645161290322581,3.225806451612903,17.516129032258064,24.225806451612904,55.67741935483871,6.225806451612903,17.870967741935484,12.258064516129032,17.838709677419356,10.96774193548387,21.193548387096776,12.838709677419354,13.258064516129032,6.258064516129032,2.3225806451612905,18.516129032258064,0.45022883295194505,0.37003058103975534,0.7042016806722688,0.43511008111239863,0.3483754512635379,0.6871609403254972,0.7419354838709677,88,Western Kentucky 12,western kentucky,SB,25,9,0.7352941176470589,12,25-9,8.1,111.1,52,103,173,65.6,155,0.092,10,-0.6,173,102.2,197,102.8,162,6.63,36,W
2015,139,1211,87,1234,68,N,0,Gonzaga,1985,2020,2,31,2,0.8,78.21212121212122,61.09090909090909,28.21212121212121,54.36363636363637,7.121212121212121,17.454545454545453,14.666666666666666,21.272727272727273,10.121212121212121,27.545454545454547,16.21212121212121,10.606060606060606,6.0606060606060606,3.272727272727273,17.151515151515152,21.848484848484848,56.515151515151516,5.575757575757576,17.242424242424242,11.818181818181818,17.87878787878788,11.030303030303031,19.87878787878788,9.818181818181818,11.454545454545455,5.636363636363637,2.242424242424242,19.87878787878788,0.5189520624303232,0.40798611111111116,0.6894586894586894,0.38659517426273454,0.32337434094903345,0.6610169491525424,0.9393939393939394,7,Gonzaga 2,gonzaga,WCC,35,3,0.9210526315789473,2,35-3,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3,66,Iowa,1985,2020,7,21,11,0.8,69.40625,61.875,23.6875,55.5,5.65625,17.03125,16.375,21.96875,12.53125,25.15625,14.375,11.28125,6.59375,4.6875,15.875,21.90625,55.875,6.59375,20.375,11.46875,16.3125,11.0625,22.4375,11.8125,12.5,6.09375,3.59375,18.15625,0.42680180180180183,0.3321100917431193,0.7453769559032717,0.3920581655480984,0.3236196319018405,0.7030651340996169,0.65625,23,Iowa 7,iowa,B10,22,12,0.6470588235294118,7,22-12,19.02,114.2,30,95.1,34,63.7,209,-0.007,203,8.58,25,108.9,21,100.4,38,-1.58,205,W
2017,139,1276,73,1257,69,N,0,Michigan,1985,2020,7,24,11,1,74.8,65.54285714285714,26.285714285714285,54.42857142857143,9.371428571428572,24.571428571428573,12.857142857142858,16.6,7.514285714285714,21.885714285714286,13.8,9.428571428571429,5.942857142857143,2.7714285714285714,15.114285714285714,24.82857142857143,53.68571428571428,5.828571428571428,15.428571428571429,10.057142857142857,14.771428571428572,9.114285714285714,22.228571428571428,11.285714285714286,12.942857142857143,4.257142857142857,2.4,17.17142857142857,0.4829396325459317,0.3813953488372093,0.774526678141136,0.46248004257583825,0.37777777777777777,0.6808510638297872,0.6857142857142857,20,Michigan 7,michigan,B10,26,12,0.6842105263157895,7,26-12,23.05,122.3,4,99.2,69,63.1,338,-0.025,252,10.76,23,110.3,26,99.5,18,-0.53,170,Louisville,1985,2020,2,24,8,0.4,77.53125,65.84375,27.90625,61.28125,7.125,19.875,14.59375,21.3125,13.3125,26.375,13.59375,11.15625,6.75,5.46875,19.46875,22.15625,55.9375,6.15625,19.90625,15.375,22.25,10.625,23.3125,10.6875,13.71875,5.125,3.3125,18.625,0.4553799082100969,0.3584905660377358,0.6847507331378299,0.39608938547486033,0.3092621664050236,0.6910112359550562,0.75,9,Louisville 2,louisville,ACC,25,9,0.7352941176470589,2,25-9,25.51,117.2,22,91.7,8,67.9,194,-0.023,244,11.14,17,111.6,7,100.5,33,4.2,48,W
2012,136,1211,77,1452,54,N,0,Gonzaga,1985,2020,7,25,6,0.8,73.96774193548387,63.193548387096776,24.93548387096774,52.70967741935484,6.387096774193548,17,17.70967741935484,24.774193548387096,10.96774193548387,26.161290322580644,13.741935483870968,13.35483870967742,6.806451612903226,3.2903225806451615,15.161290322580646,23.548387096774192,56.935483870967744,6,19.225806451612904,10.096774193548388,15.096774193548388,10.03225806451613,20.580645161290324,11.290322580645162,13.129032258064516,7.193548387096774,2.4516129032258065,20.677419354838708,0.47307221542227657,0.37571157495256163,0.7148437500000001,0.41359773371104813,0.31208053691275167,0.6688034188034189,0.8064516129032258,21,Gonzaga 7,gonzaga,WCC,26,7,0.7878787878787878,7,26-7,18.39,113.1,30,94.7,33,64.8,183,-0.018,218,2.08,116,104.9,81,102.8,158,1.05,126,West Virginia,1985,2020,10,19,13,0.4,71.625,66.15625,25.6875,58.28125,5.34375,17.6875,14.90625,22.21875,15,23.375,14.59375,12.875,6.5,2.5625,16.8125,24.59375,55.1875,5.3125,16.78125,11.65625,17.21875,10.15625,21.46875,12.40625,13.5625,7.09375,3.375,20.46875,0.4407506702412869,0.30212014134275617,0.6708860759493671,0.4456398640996603,0.3165735567970205,0.676950998185118,0.59375,44,West Virginia 10,west virginia,BE,19,14,0.5757575757575758,10,19-14,13.56,111.4,41,97.9,77,64,226,-0.019,221,8.32,17,107.3,24,99,17,2.04,96,W
2019,134,1192,82,1341,76,N,0,F Dickinson,1985,2020,16,18,13,1,74.74193548387096,72.48387096774194,26.193548387096776,55.225806451612904,7.806451612903226,19.322580645161292,14.548387096774194,19.548387096774192,9.225806451612904,23.096774193548388,13.935483870967742,13.451612903225806,7.516129032258065,3.6451612903225805,16.741935483870968,26.193548387096776,58.29032258064516,7.709677419354839,22.451612903225808,12.387096774193548,17.612903225806452,11.451612903225806,22.193548387096776,13.483870967741936,14.129032258064516,6.193548387096774,3.2903225806451615,17.677419354838708,0.4742990654205608,0.4040066777963272,0.7442244224422443,0.4493635860542336,0.34339080459770116,0.7032967032967032,0.5806451612903226,211,Fairleigh Dickinson 16,fairleigh dickinson,NEC,21,14,0.6,16,21-14,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,Prairie View,1985,2020,16,21,12,1,74.84848484848484,72.72727272727273,25.515151515151516,58.60606060606061,6.181818181818182,19.666666666666668,17.636363636363637,25.87878787878788,11.212121212121213,21.96969696969697,12.303030303030303,12.606060606060606,8.818181818181818,1.606060606060606,21.696969696969695,24.606060606060606,54.27272727272727,6,19.454545454545453,17.515151515151516,25.272727272727273,11.333333333333334,26.545454545454547,12.818181818181818,17.939393939393938,5.121212121212121,4.303030303030303,22.09090909090909,0.4353671147880041,0.3143297380585516,0.6814988290398126,0.4533780011166946,0.30841121495327106,0.6930455635491607,0.6363636363636364,209,Prairie View A&M 16,prairie view a&m,SWAC,22,13,0.6285714285714286,16,22-13,-4.13,102.1,219,106.2,210,71.1,38,0.061,39,-7.85,331,98.8,343,106.7,243,6.15,26,W
2010,139,1452,68,1281,59,N,0,West Virginia,1985,2020,2,27,6,1,72.96969696969697,63.78787878787879,25.272727272727273,58.24242424242424,6.9393939393939394,20.666666666666668,15.484848484848484,22.242424242424242,15.575757575757576,22.757575757575758,15.696969696969697,11.727272727272727,5.606060606060606,4,18.333333333333332,21.939393939393938,51.72727272727273,5.424242424242424,16.303030303030305,14.484848484848484,21,10.333333333333334,21.151515151515152,11.515151515151516,13.545454545454545,5.9393939393939394,2.5757575757575757,20.90909090909091,0.4339229968782518,0.3357771260997067,0.6961852861035422,0.4241359109548916,0.3327137546468401,0.6897546897546898,0.8181818181818182,5,West Virginia 2,west virginia,BE,31,7,0.8157894736842105,2,31-7,25.54,117.2,12,91.7,21,62.6,296,0.057,45,12.58,1,110,1,97.5,7,5.45,50,Missouri,1985,2020,10,22,10,0.4,77.5625,65.8125,27.375,62.03125,7.6875,20.71875,15.125,20.78125,12.96875,22.40625,15.25,13,10.9375,4.65625,19.28125,22.75,55.625,5.25,17.03125,15.0625,21.53125,13.65625,24.34375,11.125,19.65625,6.1875,3.09375,18.84375,0.44130982367758187,0.37104072398190047,0.7278195488721805,0.40898876404494383,0.30825688073394497,0.6995645863570392,0.6875,22,Missouri 10,missouri,B12,23,11,0.6764705882352942,10,23-11,19.99,111.5,46,91.5,18,68.8,51,-0.035,264,8.17,44,107.1,39,98.9,43,-6.1,306,W
2009,139,1393,78,1113,67,N,0,Syracuse,1985,2020,3,25,9,0.8,80.97058823529412,72.91176470588235,29.323529411764707,60.14705882352941,6.852941176470588,19.38235294117647,15.470588235294118,24.176470588235293,12.735294117647058,26.823529411764707,18.176470588235293,15.176470588235293,7.647058823529412,5.088235294117647,15.676470588235293,27.294117647058822,66.11764705882354,7.323529411764706,24.823529411764707,11,17.264705882352942,15,22.58823529411765,16.5,14.323529411764707,8.205882352941176,4,19.794117647058822,0.4875305623471883,0.3535660091047041,0.6399026763990268,0.4128113879003558,0.2950236966824644,0.6371379897785349,0.7352941176470589,16,Syracuse 3,syracuse,BE,28,10,0.7368421052631579,3,28-10,22.21,117,10,94.8,39,69.7,29,0.024,106,11.46,4,108.4,21,97,1,0.77,133,Arizona St,1985,2020,6,24,9,0.6,69.54545454545455,60.06060606060606,23.78787878787879,49.39393939393939,8.090909090909092,22.09090909090909,13.878787878787879,18.757575757575758,8.424242424242424,22.90909090909091,15.606060606060606,11.515151515151516,5.909090909090909,2.090909090909091,15.909090909090908,21.242424242424242,52,5.96969696969697,19.03030303030303,11.606060606060606,15.818181818181818,10,19.757575757575758,11.909090909090908,12.121212121212121,5.9393939393939394,1.9696969696969697,17.515151515151516,0.48159509202453993,0.36625514403292186,0.7399030694668821,0.4085081585081585,0.31369426751592355,0.7337164750957854,0.7272727272727273,15,Arizona St. 6,arizona st.,P10,25,10,0.7142857142857143,6,25-10,23.03,118.2,5,95.2,42,59.1,334,-0.018,223,10.14,18,108.9,13,98.8,29,-2.04,207,W
2004,146,1210,79,1242,71,N,1,Georgia Tech,1985,2020,3,23,9,0.8,78.0625,67.28125,27.4375,58.375,7.25,19.375,15.9375,23,11.375,26.09375,15.78125,15.46875,8.84375,4.84375,21.21875,22.75,58.90625,5.71875,19.4375,16.0625,24.28125,14.0625,23.25,12.46875,17.28125,7.3125,3.53125,20.125,0.47002141327623126,0.3741935483870968,0.6929347826086957,0.38620689655172413,0.2942122186495177,0.6615186615186616,0.71875,8,Georgia Tech 3,georgia tech,ACC,28,10,0.7368421052631579,3,28-10,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,Kansas,1985,2020,4,20,8,0.8,74.85714285714286,68.17857142857143,26.928571428571427,58.142857142857146,5.75,17.178571428571427,15.25,21.571428571428573,12.071428571428571,26.5,17.25,14.428571428571429,6.892857142857143,4.928571428571429,20.464285714285715,23.535714285714285,59.464285714285715,6.214285714285714,19.107142857142858,14.892857142857142,21.321428571428573,13.428571428571429,22.821428571428573,12.285714285714286,14.285714285714286,6.321428571428571,4.107142857142857,19.642857142857142,0.4631449631449631,0.33471933471933474,0.706953642384106,0.39579579579579577,0.3252336448598131,0.6984924623115577,0.7142857142857143,18,Kansas 4,kansas,B12,24,9,0.7272727272727273,4,24-9,20.89,112.3,38,91.4,13,69.4,40,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,W
2008,136,1390,77,1165,53,N,0,Stanford,1985,2020,3,26,7,0.4,70.66666666666667,60.60606060606061,24.848484848484848,55.36363636363637,5.393939393939394,15,15.575757575757576,22.393939393939394,13.181818181818182,25.666666666666668,14.212121212121213,12.272727272727273,4.363636363636363,5.181818181818182,17.151515151515152,21.636363636363637,54.84848484848485,4.96969696969697,14.818181818181818,12.363636363636363,18.636363636363637,10.393939393939394,20.424242424242426,9.787878787878787,11.787878787878787,5.848484848484849,2.393939393939394,19.363636363636363,0.44882320744389703,0.3595959595959596,0.6955345060893099,0.39447513812154694,0.33537832310838445,0.6634146341463414,0.7878787878787878,12,Stanford 3,stanford,P10,28,8,0.7777777777777778,3,28-8,22.75,113.6,36,90.9,10,63.4,248,0.04,78,9.32,22,109.1,11,99.7,37,-6.32,306,Cornell,1985,2020,14,21,5,1,76.61538461538461,69,27.115384615384617,55.34615384615385,7.923076923076923,19.423076923076923,14.461538461538462,18.96153846153846,8.923076923076923,24.692307692307693,14.884615384615385,13.923076923076923,5.923076923076923,2.8846153846153846,18.423076923076923,24.076923076923077,56.65384615384615,6.923076923076923,19.115384615384617,13.923076923076923,19.96153846153846,11,22,13.153846153846153,14.307692307692308,6.538461538461538,2.6538461538461537,19.423076923076923,0.48992355802640725,0.40792079207920795,0.7626774847870184,0.42498302783435166,0.36217303822937624,0.697495183044316,0.8076923076923077,123,Cornell 14,cornell,Ivy,22,6,0.7857142857142857,14,22-6,4.41,110.1,69,105.7,206,67.9,80,0.086,15,-6.93,298,99.1,314,106,257,-3.59,264,W
2012,137,1153,65,1400,59,N,0,Cincinnati,1985,2020,6,24,10,0.8,68.5,61.1764705882353,25.058823529411764,59.6764705882353,7.147058823529412,20.852941176470587,11.235294117647058,17.529411764705884,13.5,22.705882352941178,12.970588235294118,10.588235294117647,8.117647058823529,4.588235294117647,15.147058823529411,23.029411764705884,55.88235294117647,5.470588235294118,17.264705882352942,9.647058823529411,14.294117647058824,12.088235294117647,23.91176470588235,12.617647058823529,14.088235294117647,5.176470588235294,3.1176470588235294,15.5,0.41991128634795466,0.3427362482369535,0.6409395973154361,0.41210526315789475,0.3168654173764906,0.6748971193415637,0.7058823529411765,31,Cincinnati 6,cincinnati,BE,26,11,0.7027027027027027,6,26-11,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338,Texas,1985,2020,11,20,13,0.6,73.06060606060606,66.81818181818181,24.727272727272727,56.666666666666664,5.757575757575758,17.606060606060606,17.848484848484848,24.424242424242426,13.424242424242424,22.757575757575758,12.363636363636363,12.575757575757576,6.818181818181818,3.6363636363636362,19.515151515151516,22.636363636363637,54.63636363636363,5.9393939393939394,16.848484848484848,15.606060606060606,22.90909090909091,12.030303030303031,21.12121212121212,10.969696969696969,13.666666666666666,5.848484848484849,3.3636363636363638,21.09090909090909,0.4363636363636364,0.3270223752151463,0.7307692307692307,0.41430948419301167,0.3525179856115108,0.6812169312169312,0.6060606060606061,32,Texas 11,texas,B12,20,14,0.5882352941176471,11,20-14,15.9,112.9,31,97,64,64.9,176,-0.065,311,8.45,14,107.8,11,99.4,27,-1.52,198,W
2015,144,1211,74,1417,62,N,0,Gonzaga,1985,2020,2,31,2,0.8,78.21212121212122,61.09090909090909,28.21212121212121,54.36363636363637,7.121212121212121,17.454545454545453,14.666666666666666,21.272727272727273,10.121212121212121,27.545454545454547,16.21212121212121,10.606060606060606,6.0606060606060606,3.272727272727273,17.151515151515152,21.848484848484848,56.515151515151516,5.575757575757576,17.242424242424242,11.818181818181818,17.87878787878788,11.030303030303031,19.87878787878788,9.818181818181818,11.454545454545455,5.636363636363637,2.242424242424242,19.87878787878788,0.5189520624303232,0.40798611111111116,0.6894586894586894,0.38659517426273454,0.32337434094903345,0.6610169491525424,0.9393939393939394,7,Gonzaga 2,gonzaga,WCC,35,3,0.9210526315789473,2,35-3,27.78,121.7,5,93.9,16,64.7,154,0.018,138,4.37,80,107.3,67,102.9,103,3,66,UCLA,1985,2020,11,20,13,0.8,72,68.03030303030303,25.727272727272727,58.39393939393939,6.212121212121212,17.09090909090909,14.333333333333334,21.21212121212121,12.303030303030303,25.666666666666668,13.909090909090908,11.878787878787879,6.848484848484849,3.727272727272727,17.87878787878788,23.606060606060606,56.54545454545455,7.848484848484849,22.09090909090909,12.969696969696969,18.515151515151516,10.030303030303031,24.03030303030303,13.787878787878787,12.606060606060606,6.2727272727272725,3.303030303030303,18.09090909090909,0.4405812143227815,0.36347517730496454,0.6757142857142858,0.41747052518756694,0.355281207133059,0.7004909983633387,0.6060606060606061,40,UCLA 11,ucla,P12,22,14,0.6111111111111112,11,22-14,14.65,112.9,40,98.2,66,65.8,101,0.032,100,8.4,27,107.9,49,99.5,18,2.63,82,W
2007,146,1196,85,1332,77,N,0,Florida,1985,2020,1,29,5,0.8,79.32352941176471,61.55882352941177,28.558823529411764,54.205882352941174,7.176470588235294,17.58823529411765,15.029411764705882,22.08823529411765,11.088235294117647,26.08823529411765,15.764705882352942,14,7.088235294117647,4.823529411764706,15.676470588235293,23.029411764705884,57.029411764705884,5.029411764705882,17.529411764705884,10.470588235294118,16.264705882352942,10.911764705882353,18.941176470588236,10.588235294117647,13.470588235294118,6.911764705882353,2.6470588235294117,18.441176470588236,0.5268583830710798,0.4080267558528428,0.6804260985352862,0.40381640020629195,0.2869127516778523,0.64376130198915,0.8529411764705882,2,Florida 1,florida,SEC,35,5,0.875,1,35-5,30.81,122.8,1,92,13,65.8,162,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,Oregon,1985,2020,3,26,7,1,76.39393939393939,65.93939393939394,26.272727272727273,58.333333333333336,9.484848484848484,24.636363636363637,14.363636363636363,19.12121212121212,12.212121212121213,22.848484848484848,14.272727272727273,12.606060606060606,7.121212121212121,2.0606060606060606,16.03030303030303,24.666666666666668,55.96969696969697,5.696969696969697,18.12121212121212,10.909090909090908,15.787878787878787,10.303030303030303,21.78787878787879,12.424242424242424,15.090909090909092,5.848484848484849,4.121212121212121,18.242424242424242,0.4503896103896104,0.3849938499384994,0.751188589540412,0.4407146724417975,0.31438127090301005,0.690978886756238,0.7878787878787878,18,Oregon 3,oregon,P10,29,8,0.7837837837837838,3,29-8,20.76,118.3,8,97.6,54,66,158,0.031,100,7.19,55,108,59,100.8,53,-9.09,322,W
2005,136,1228,67,1192,55,N,0,Illinois,1985,2020,1,32,1,0.8,77.42424242424242,60.121212121212125,28.151515151515152,57.60606060606061,8.696969696969697,21.78787878787879,12.424242424242424,17.151515151515152,10.969696969696969,23.393939393939394,18.575757575757574,11.121212121212121,7.636363636363637,3.4242424242424243,15.515151515151516,21.939393939393938,53.303030303030305,5.96969696969697,16.454545454545453,10.272727272727273,15.515151515151516,10.272727272727273,20.515151515151516,12.303030303030303,15.303030303030303,4.7272727272727275,2.3636363636363638,15.545454545454545,0.4886901630720673,0.3991655076495132,0.724381625441696,0.4115974985787379,0.36279926335174956,0.662109375,0.9696969696969697,2,Illinois 1,illinois,B10,37,2,0.9487179487179487,1,37-2,32.68,122.3,3,89.6,4,64.1,249,-0.007,179,8.16,28,107.3,32,99.1,27,0.31,157,F Dickinson,1985,2020,16,19,12,0.8,74.16129032258064,70.90322580645162,27.06451612903226,59.935483870967744,6.67741935483871,19,13.35483870967742,19.93548387096774,12.451612903225806,23.64516129032258,15.03225806451613,13.903225806451612,7.129032258064516,4.419354838709677,18.967741935483872,25.677419354838708,56.32258064516129,5.806451612903226,15.774193548387096,13.741935483870968,21.161290322580644,11.129032258064516,24.161290322580644,13.935483870967742,15.35483870967742,6.193548387096774,2.5161290322580645,19.161290322580644,0.45156081808396126,0.3514431239388795,0.6699029126213593,0.4558991981672394,0.3680981595092025,0.649390243902439,0.6129032258064516,190,Fairleigh Dickinson 16,fairleigh dickinson,NEC,20,13,0.6060606060606061,16,20-13,-2.52,102.7,166,105.2,220,68.6,74,-0.003,171,-7.88,293,99.4,267,107.3,319,0.75,139,W
2011,137,1242,72,1131,53,N,0,Kansas,1985,2020,1,32,2,1,82.38235294117646,65.23529411764706,29.58823529411765,57.61764705882353,7.264705882352941,18.764705882352942,15.941176470588236,23.41176470588235,11.676470588235293,26.88235294117647,17.88235294117647,13.470588235294118,7.9411764705882355,4.147058823529412,17.88235294117647,22.88235294117647,57.61764705882353,5.705882352941177,19.38235294117647,13.764705882352942,18.88235294117647,10.470588235294118,20.294117647058822,11.205882352941176,14.323529411764707,6.0588235294117645,2.7941176470588234,19.794117647058822,0.5135273098519653,0.38714733542319746,0.6809045226130653,0.39714139867279225,0.2943854324734446,0.7289719626168225,0.9411764705882353,3,Kansas 1,kansas,B12,35,3,0.9210526315789473,1,35-3,28.38,118.9,6,90.6,6,68.4,42,0.06,38,7.75,32,108.2,28,100.5,61,-0.29,164,Boston Univ,1985,2020,16,21,13,1,65.20588235294117,63.23529411764706,21.5,53.294117647058826,7.529411764705882,21.205882352941178,14.676470588235293,20.08823529411765,12,24,9.852941176470589,11.941176470588236,5.382352941176471,3.7058823529411766,18.205882352941178,22.176470588235293,56.05882352941177,6.764705882352941,21.08823529411765,12.117647058823529,17.176470588235293,12.5,22.676470588235293,11.852941176470589,11.264705882352942,4.9411764705882355,3.5588235294117645,18.529411764705884,0.4034216335540839,0.35506241331484045,0.7306002928257685,0.39559286463798526,0.32078103207810316,0.7054794520547946,0.6176470588235294,170,Boston University 16,boston university,AE,21,14,0.6,16,21-14,-0.5,103.4,169,103.9,186,62.6,291,0.045,65,-4.62,268,100.5,282,105.1,234,0.49,147,W
2018,136,1138,89,1112,68,N,0,Buffalo,1992,2020,13,25,8,1,84.6969696969697,76.51515151515152,30.696969696969695,64.78787878787878,9.636363636363637,25.90909090909091,13.666666666666666,19.636363636363637,12.030303030303031,26.818181818181817,16.757575757575758,12.393939393939394,6.212121212121212,4.333333333333333,21.151515151515152,25.818181818181817,60.333333333333336,6.848484848484849,20.545454545454547,18.03030303030303,24.363636363636363,10.757575757575758,25.606060606060606,11.424242424242424,13.606060606060606,5.666666666666667,3.8181818181818183,18.454545454545453,0.47380729653882137,0.3719298245614035,0.6959876543209876,0.4279256654947262,0.3333333333333333,0.7400497512437811,0.7575757575757576,67,Buffalo 13,buffalo,MAC,27,9,0.75,13,27-9,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,105.1,145,105.2,147,3.87,62,Arizona,1985,2020,4,27,7,1,80.88235294117646,71.17647058823529,28.823529411764707,57.029411764705884,6.911764705882353,18.352941176470587,16.323529411764707,21.470588235294116,10.029411764705882,26.61764705882353,15.235294117647058,12.294117647058824,4.970588235294118,4.5588235294117645,17.5,25.176470588235293,58.38235294117647,7.235294117647059,20.558823529411764,13.588235294117647,18.558823529411764,8.882352941176471,20.11764705882353,12.647058823529411,11.647058823529411,6.176470588235294,2.6470588235294117,19.88235294117647,0.5054151624548736,0.37660256410256415,0.7602739726027398,0.4312342569269521,0.351931330472103,0.7321711568938193,0.7941176470588235,28,Arizona 4,arizona,P12,27,8,0.7714285714285715,4,27-8,17.7,118,15,100.4,83,67.1,224,0.036,88,5.96,68,108.5,65,102.5,73,2.51,86,W
2016,137,1320,75,1400,72,N,0,Northern Iowa,1985,2020,11,21,12,1,67.54545454545455,62.90909090909091,23.363636363636363,51.42424242424242,8.090909090909092,21.757575757575758,12.727272727272727,16.87878787878788,5.363636363636363,24.333333333333332,11.848484848484848,9.696969696969697,5.787878787878788,2.6363636363636362,15.333333333333334,23.272727272727273,55.03030303030303,6.96969696969697,21.393939393939394,9.393939393939394,13,9.121212121212121,25.060606060606062,12.181818181818182,11.969696969696969,4.666666666666667,2.696969696969697,18.303030303030305,0.4543311726576311,0.371866295264624,0.7540394973070017,0.42290748898678415,0.32577903682719545,0.7226107226107227,0.6363636363636364,67,Northern Iowa 11,northern iowa,MVC,23,13,0.6388888888888888,11,23-13,11.13,109.6,94,98.5,56,62.9,346,0.013,148,4.8,79,106.1,107,101.3,53,7.57,17,Texas,1985,2020,6,20,12,0.6,71.34375,68.0625,24.65625,57.125,6.96875,20.5625,15.0625,22.65625,11,23.53125,11.46875,10.375,5.15625,4.375,20.75,23.5625,56.28125,6.28125,18.3125,14.65625,21.09375,11.21875,24.75,11.3125,12.5,4.53125,3.25,20.34375,0.43161925601750545,0.33890577507598785,0.6648275862068965,0.41865630205441423,0.34300341296928327,0.6948148148148148,0.625,39,Texas 6,texas,B12,20,13,0.6060606060606061,6,20-13,16.19,113,49,96.8,40,65.3,306,0.022,118,12.54,4,111.5,7,99,5,5.55,31,W
